reestr_number,href,stage,description,price,order_number,supplier1_organization,supplier1_inn,supplier2_organization,supplier2_inn,supplier3_organization,supplier3_inn,supplier4_organization,supplier4_inn,supplier5_organization,supplier5_inn
1780203042921000458,/epz/contract/contractCard/common-info.html?reestrNumber=1780203042921000458,Исполнение,"№ 
                                        
                                        03721000496210001810001","278 666,67 ₽",372100049621000181,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОРМЮНИТИ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОРМЮНИТИ"")",7720736728,,,,,,,,
1770640629121000077,/epz/contract/contractCard/common-info.html?reestrNumber=1770640629121000077,Исполнение,"№ 
                                        
                                        140-38/2021","5 500 000,00 ₽",173100009221000026,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИДЖИТАЛ ДИЗАЙН ИТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИДЖИТАЛ ДИЗАЙН ИТ"")",7801621757,,,,,,,,
2212805451821000001,/epz/contract/contractCard/common-info.html?reestrNumber=2212805451821000001,Исполнение,"№ 
                                        
                                        01/2021","2 414 700,00 ₽",115200001121000309,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛАТФОРМА""",7703812802,,,,,,,,
2590222142321000010,/epz/contract/contractCard/common-info.html?reestrNumber=2590222142321000010,Исполнение,"№ 
                                        
                                        4/ОК-2021","57 147 666,62 ₽",156200009921000096,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИДЖИТАЛ ФЬЮЧЕ СИСТЕМС"" (ООО ""ДФС"")",5904370646,,,,,,,,
1770153780821000027,/epz/contract/contractCard/common-info.html?reestrNumber=1770153780821000027,Исполнение,"№ 
                                        
                                        Ф-11-кс-2021","23 520 000,00 ₽",173100003121000006,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОГРАММНЫЙ ПРОДУКТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОГРАММНЫЙ ПРОДУКТ"")",7810268545,,,,,,,,
3165515110821000023,/epz/contract/contractCard/common-info.html?reestrNumber=3165515110821000023,Исполнение,"№ 
                                        
                                        1-ЭОК","31 479 000,00 ₽",811300008321000051,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЖЕМС ДЕВЕЛОПМЕНТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЖЕМС ДЕВЕЛОПМЕНТ"")",7203423815,,,,,,,,
1770656053621000020,/epz/contract/contractCard/common-info.html?reestrNumber=1770656053621000020,Исполнение,"№ 
                                        
                                        0009-05-21","9 990 000,00 ₽",173100010921000009,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОКАД"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОКАД"")",5009046312,,,,,,,,
2344405932221000006,/epz/contract/contractCard/common-info.html?reestrNumber=2344405932221000006,Исполнение,"№ 
                                        
                                        1873813","919 154,00 ₽",329200062221000794,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАРУС-ОНЛАЙН""",3444173120,,,,,,,,
3470308364021000014,/epz/contract/contractCard/common-info.html?reestrNumber=3470308364021000014,Исполнение,"№ 
                                        
                                        0145300005221000036","310 000,00 ₽",145300005221000036,КОСТЫРЯЧЕНКО МАКСИМ ЮРЬЕВИЧ,781610251180,,,,,,,,
2890101721221000015,/epz/contract/contractCard/common-info.html?reestrNumber=2890101721221000015,Исполнение завершено,"№ 
                                        
                                        19-2021","985 277,50 ₽",190200000321001720,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИСКУССТВЕННЫЙ ИНТЕЛЛЕКТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИСКУССТВЕННЫЙ ИНТЕЛЛЕКТ"")",3525461127,,,,,,,,
2667111350021000002,/epz/contract/contractCard/common-info.html?reestrNumber=2667111350021000002,Исполнение,"№ 
                                        
                                        01622000055210000020001","810 000,00 ₽",162200005521000002,РЯБИНИН ТИМУР ВИКТОРОВИЧ,667113611093,,,,,,,,
1770823463321000007,/epz/contract/contractCard/common-info.html?reestrNumber=1770823463321000007,Исполнение,"№ 
                                        
                                        02-21ЭК","221 073 333,33 ₽",173100011221000002,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНСТИТУТ ПРОБЛЕМ БЕЗОПАСНОСТИ И АНАЛИЗА ИНФОРМАЦИИ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНСТИТУТ ПРОБЛЕМ БЕЗОПАСНОСТИ И АНАЛИЗА ИНФОРМАЦИИ"")",7722506470,,,,,,,,
3250400178321000010,/epz/contract/contractCard/common-info.html?reestrNumber=3250400178321000010,Исполнение завершено,"№ 
                                        
                                        903/048-06/21","585 550,00 ₽",120300012721000044,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИСТЕМАТИКА КОНСАЛТИНГ""",7704213833,,,,,,,,
1770335022721000005,/epz/contract/contractCard/common-info.html?reestrNumber=1770335022721000005,Исполнение,"№ 
                                        
                                        1","145 000 000,00 ₽",373100051621000001,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УМНЫЙ АРХИВ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УМНЫЙ АРХИВ"")",9717034070,,,,,,,,
2100104306221000004,/epz/contract/contractCard/common-info.html?reestrNumber=2100104306221000004,Исполнение,"№ 
                                        
                                        2аэф-21","3 375 272,49 ₽",306200012121000002,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСТЕЛЕКОМ"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСТЕЛЕКОМ"")",7707049388,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСТЕЛЕКОМ"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСТЕЛЕКОМ"")",7707049388.0,,,,,,
2100104306221000005,/epz/contract/contractCard/common-info.html?reestrNumber=2100104306221000005,Исполнение завершено,"№ 
                                        
                                        3аэф-21","6 009 534,12 ₽",306200012121000003,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСТЕЛЕКОМ"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСТЕЛЕКОМ"")",7707049388,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСТЕЛЕКОМ"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСТЕЛЕКОМ"")",7707049388.0,,,,,,
2380817182021000008,/epz/contract/contractCard/common-info.html?reestrNumber=2380817182021000008,Исполнение,"№ 
                                        
                                        ЭА.06.2021","2 800 000,00 ₽",134200000121000720,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОЙ ДОМ"" (ООО ""МОЙ ДОМ"")",4401160665,,,,,,,,
3502205440021000009,/epz/contract/contractCard/common-info.html?reestrNumber=3502205440021000009,Исполнение завершено,"№ 
                                        
                                        08483000411210000280001","449 467,92 ₽",848300041121000028,Астафьев Борис Викторович,502200059834,,,,,,,,
2170104889121000006,/epz/contract/contractCard/common-info.html?reestrNumber=2170104889121000006,Исполнение завершено,"№ 
                                        
                                        2021.0692","417 900,00 ₽",112200000821000692,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ПСКОВСКОЙ ОБЛАСТИ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ"" (ГБУ ПО ""РЦИТ"")",6027085620,,,,,,,,
2344416428521000009,/epz/contract/contractCard/common-info.html?reestrNumber=2344416428521000009,Исполнение,"№ 
                                        
                                        32-21","3 085 000,00 ₽",129200005321000315,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСТЕЛЕКОМ""",7707049388,,,,,,,,
2298300930721000025,/epz/contract/contractCard/common-info.html?reestrNumber=2298300930721000025,Исполнение завершено,"№ 
                                        
                                        0884200000621000009","2 673 000,00 ₽",884200000621000009,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНПРОМКОНСАЛТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНПРОМКОНСАЛТ"")",7733697593,,,,,,,,
2230803001921000013,/epz/contract/contractCard/common-info.html?reestrNumber=2230803001921000013,Исполнение,"№ 
                                        
                                        21","3 300 000,00 ₽",818500000821001005,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНК-ГРУПП"" (ООО ""ИНК-ГРУПП"")",2308224127,,,,,,,,
